variables,Author 1,Author 2,is_equal,final_discussion,agreed_after_discussion,Source
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
8030,numerical,port,FALSE,numerical,TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
10.190.173.170,ipv4 related,ipv4 related,TRUE,ipv4 related,,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
DFSClient_NONMAPREDUCE_1537864556_1,system specific (name),id (component),FALSE,system specific (name),TRUE,Hadoop
msra-sa-41,system specific (name),domain,FALSE,system specific (name),TRUE,Hadoop
